resourceGroup,resourceType,policyDefinitionReferenceId,policyDefinitionId,ResourceName
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,authenticationtolinuxmachinesshouldrequiresshkeysmonitoringeffect,/providers/microsoft.authorization/policydefinitions/630c64f9-8b6b-4c64-b511-6544ceff6fd6,vmuatmscnness01
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,virtualmachinesandvirtualmachinescalesetsshouldhaveencryptionathostenabled,/providers/microsoft.authorization/policydefinitions/fc4d8e41-e223-45ea-9bf5-eada37891d87,ocp4-x0f48-bootstrap
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,systemupdatesautoassessmentmode,/providers/microsoft.authorization/policydefinitions/bd876905-5b84-4f73-ab2d-2e7a7c4568d9,ocp4-x0f48-bootstrap
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,azurebackupshouldbeenabledforvirtualmachinesmonitoringeffect,/providers/microsoft.authorization/policydefinitions/013e242c-8828-4970-87b3-ab247555486d,vmuatmscwablr01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,windowswebserversshouldbeconfiguredtousesecurecommunicationprotocolsmonitoringeffect,/providers/microsoft.authorization/policydefinitions/5752e6d6-1206-46d8-8ab1-ecc2f71a8112,vmuatmpmwwsus01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,gcwindowsdiskencryptionmonitoring,/providers/microsoft.authorization/policydefinitions/3dc5edcd-002d-444c-b216-e123bbfa37c0,vmuatmpmwwsus01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,disableipforwardingmonitoring,/providers/microsoft.authorization/policydefinitions/bd352bd5-2853-4985-bf0d-73806b4a5744,vmuatmscwablr01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,restrictaccesstomanagementportsmonitoring,/providers/microsoft.authorization/policydefinitions/22730e10-96f6-4aac-ad84-9383d35b5917,vmuatmscwablr01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,serversqldbvulnerabilityassesmentmonitoring,/providers/microsoft.authorization/policydefinitions/6ba6d016-e7c3-4842-b8f2-4992ebc0d72d,vmuatmscwablr01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,nextgenerationfirewallmonitoring,/providers/microsoft.authorization/policydefinitions/9daedab3-fb2d-461e-b861-71790eead4f6,vmuatmscwablr01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,servervulnerabilityassessment,/providers/microsoft.authorization/policydefinitions/501541f7-f7e7-4cd6-868c-4190fdad3ac9,vmuatmscwablr01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,networksecuritygroupsoninternalvirtualmachinesmonitoring,/providers/microsoft.authorization/policydefinitions/bb91dfba-c30d-4263-9add-9c2384e659a6,vmuatmscwablr01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,networksecuritygroupsonvirtualmachinesmonitoring,/providers/microsoft.authorization/policydefinitions/f6de0be7-9a8a-4b8a-b349-43cf02d22f7c,vmuatmscwablr01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,windowsguestconfigbaselinesmonitoring,/providers/microsoft.authorization/policydefinitions/72650e9f-97bc-4b2a-ab5f-9781a9fcecbc,vmuatmpmwwsus01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,azurebackupshouldbeenabledforvirtualmachinesmonitoringeffect,/providers/microsoft.authorization/policydefinitions/013e242c-8828-4970-87b3-ab247555486d,vmuatmscnness01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,virtualmachinesandvirtualmachinescalesetsshouldhaveencryptionathostenabled,/providers/microsoft.authorization/policydefinitions/fc4d8e41-e223-45ea-9bf5-eada37891d87,vmuatmscwablr01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,systemupdatesautoassessmentmode,/providers/microsoft.authorization/policydefinitions/bd876905-5b84-4f73-ab2d-2e7a7c4568d9,vmuatmscwablr01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,gcextonvmmonitoring,/providers/microsoft.authorization/policydefinitions/ae89ebca-1c92-4898-ac2c-9f63decb045c,vmuatmpmwwsus01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,gcextonvmmonitoring,/providers/microsoft.authorization/policydefinitions/ae89ebca-1c92-4898-ac2c-9f63decb045c,vmuatmscnness01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,linuxvirtualmachineshouldusesignedandtrustedbootcomponenteffect,/providers/microsoft.authorization/policydefinitions/13a6c84f-49a5-410a-b5df-5b880c3fe009,vmuatmscnness01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,windowsdefenderexploitguardmonitoring,/providers/microsoft.authorization/policydefinitions/bed48b13-6647-468e-aa2f-1af1d3f4dd40,vmuatmidwad01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,windowswebserversshouldbeconfiguredtousesecurecommunicationprotocolsmonitoringeffect,/providers/microsoft.authorization/policydefinitions/5752e6d6-1206-46d8-8ab1-ecc2f71a8112,vmuatmidwad01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,disableipforwardingmonitoring,/providers/microsoft.authorization/policydefinitions/bd352bd5-2853-4985-bf0d-73806b4a5744,vmuatmscnness01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,restrictaccesstomanagementportsmonitoring,/providers/microsoft.authorization/policydefinitions/22730e10-96f6-4aac-ad84-9383d35b5917,vmuatmscnness01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,serversqldbvulnerabilityassesmentmonitoring,/providers/microsoft.authorization/policydefinitions/6ba6d016-e7c3-4842-b8f2-4992ebc0d72d,vmuatmscnness01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,nextgenerationfirewallmonitoring,/providers/microsoft.authorization/policydefinitions/9daedab3-fb2d-461e-b861-71790eead4f6,vmuatmscnness01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,servervulnerabilityassessment,/providers/microsoft.authorization/policydefinitions/501541f7-f7e7-4cd6-868c-4190fdad3ac9,vmuatmscnness01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,networksecuritygroupsoninternalvirtualmachinesmonitoring,/providers/microsoft.authorization/policydefinitions/bb91dfba-c30d-4263-9add-9c2384e659a6,vmuatmscnness01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,networksecuritygroupsonvirtualmachinesmonitoring,/providers/microsoft.authorization/policydefinitions/f6de0be7-9a8a-4b8a-b349-43cf02d22f7c,vmuatmscnness01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,azurebackupshouldbeenabledforvirtualmachinesmonitoringeffect,/providers/microsoft.authorization/policydefinitions/013e242c-8828-4970-87b3-ab247555486d,vmuatmpmwwsus01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,virtualmachinesandvirtualmachinescalesetsshouldhaveencryptionathostenabled,/providers/microsoft.authorization/policydefinitions/fc4d8e41-e223-45ea-9bf5-eada37891d87,vmuatmscnness01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,gcwindowsdiskencryptionmonitoring,/providers/microsoft.authorization/policydefinitions/3dc5edcd-002d-444c-b216-e123bbfa37c0,vmuatmidwad01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,windowsguestconfigbaselinesmonitoring,/providers/microsoft.authorization/policydefinitions/72650e9f-97bc-4b2a-ab5f-9781a9fcecbc,vmuatmcowcon01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,windowsguestconfigbaselinesmonitoring,/providers/microsoft.authorization/policydefinitions/72650e9f-97bc-4b2a-ab5f-9781a9fcecbc,vmuatmidwad01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,disableipforwardingmonitoring,/providers/microsoft.authorization/policydefinitions/bd352bd5-2853-4985-bf0d-73806b4a5744,vmuatmpmwwsus01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,restrictaccesstomanagementportsmonitoring,/providers/microsoft.authorization/policydefinitions/22730e10-96f6-4aac-ad84-9383d35b5917,vmuatmpmwwsus01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,serversqldbvulnerabilityassesmentmonitoring,/providers/microsoft.authorization/policydefinitions/6ba6d016-e7c3-4842-b8f2-4992ebc0d72d,vmuatmpmwwsus01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,nextgenerationfirewallmonitoring,/providers/microsoft.authorization/policydefinitions/9daedab3-fb2d-461e-b861-71790eead4f6,vmuatmpmwwsus01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,servervulnerabilityassessment,/providers/microsoft.authorization/policydefinitions/501541f7-f7e7-4cd6-868c-4190fdad3ac9,vmuatmpmwwsus01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,networksecuritygroupsoninternalvirtualmachinesmonitoring,/providers/microsoft.authorization/policydefinitions/bb91dfba-c30d-4263-9add-9c2384e659a6,vmuatmpmwwsus01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,networksecuritygroupsonvirtualmachinesmonitoring,/providers/microsoft.authorization/policydefinitions/f6de0be7-9a8a-4b8a-b349-43cf02d22f7c,vmuatmpmwwsus01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,gcextonvmmonitoring,/providers/microsoft.authorization/policydefinitions/ae89ebca-1c92-4898-ac2c-9f63decb045c,vmuatmidwad01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,windowswebserversshouldbeconfiguredtousesecurecommunicationprotocolsmonitoringeffect,/providers/microsoft.authorization/policydefinitions/5752e6d6-1206-46d8-8ab1-ecc2f71a8112,vmuatmcowcon01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,gcwindowsdiskencryptionmonitoring,/providers/microsoft.authorization/policydefinitions/3dc5edcd-002d-444c-b216-e123bbfa37c0,vmuatmcowcon01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,azurebackupshouldbeenabledforvirtualmachinesmonitoringeffect,/providers/microsoft.authorization/policydefinitions/013e242c-8828-4970-87b3-ab247555486d,vmuatmidwad01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,virtualmachinesandvirtualmachinescalesetsshouldhaveencryptionathostenabled,/providers/microsoft.authorization/policydefinitions/fc4d8e41-e223-45ea-9bf5-eada37891d87,vmuatmpmwwsus01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,systemupdatesautoassessmentmode,/providers/microsoft.authorization/policydefinitions/bd876905-5b84-4f73-ab2d-2e7a7c4568d9,vmuatmpmwwsus01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,gcextonvmmonitoring,/providers/microsoft.authorization/policydefinitions/ae89ebca-1c92-4898-ac2c-9f63decb045c,vmuatmcowcon01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,windowsdefenderexploitguardmonitoring,/providers/microsoft.authorization/policydefinitions/bed48b13-6647-468e-aa2f-1af1d3f4dd40,vmuatmcowcon01
rgrp-lta-bmms-uat-01,Microsoft.Compute/virtualMachines,gclinuxdiskencryptionmonitoring,/providers/microsoft.authorization/policydefinitions/ca88aadc-6e2b-416c-9de2-5a0f01d1693f,paloalto-firewall
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,disableipforwardingmonitoring,/providers/microsoft.authorization/policydefinitions/bd352bd5-2853-4985-bf0d-73806b4a5744,vmuatmidwad01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,restrictaccesstomanagementportsmonitoring,/providers/microsoft.authorization/policydefinitions/22730e10-96f6-4aac-ad84-9383d35b5917,vmuatmidwad01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,serversqldbvulnerabilityassesmentmonitoring,/providers/microsoft.authorization/policydefinitions/6ba6d016-e7c3-4842-b8f2-4992ebc0d72d,vmuatmidwad01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,nextgenerationfirewallmonitoring,/providers/microsoft.authorization/policydefinitions/9daedab3-fb2d-461e-b861-71790eead4f6,vmuatmidwad01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,servervulnerabilityassessment,/providers/microsoft.authorization/policydefinitions/501541f7-f7e7-4cd6-868c-4190fdad3ac9,vmuatmidwad01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,networksecuritygroupsoninternalvirtualmachinesmonitoring,/providers/microsoft.authorization/policydefinitions/bb91dfba-c30d-4263-9add-9c2384e659a6,vmuatmidwad01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,networksecuritygroupsonvirtualmachinesmonitoring,/providers/microsoft.authorization/policydefinitions/f6de0be7-9a8a-4b8a-b349-43cf02d22f7c,vmuatmidwad01
rgrp-lta-bmms-uat-03,Microsoft.Compute/virtualMachines,windowswebserversshouldbeconfiguredtousesecurecommunicationprotocolsmonitoringeffect,/providers/microsoft.authorization/policydefinitions/5752e6d6-1206-46d8-8ab1-ecc2f71a8112,vmuataapwdata01
rgrp-lta-bmms-uat-01,Microsoft.Compute/virtualMachines,authenticationtolinuxmachinesshouldrequiresshkeysmonitoringeffect,/providers/microsoft.authorization/policydefinitions/630c64f9-8b6b-4c64-b511-6544ceff6fd6,paloalto-firewall
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,virtualmachinesandvirtualmachinescalesetsshouldhaveencryptionathostenabled,/providers/microsoft.authorization/policydefinitions/fc4d8e41-e223-45ea-9bf5-eada37891d87,vmuatmidwad01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,systemupdatesautoassessmentmode,/providers/microsoft.authorization/policydefinitions/bd876905-5b84-4f73-ab2d-2e7a7c4568d9,vmuatmidwad01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,azurebackupshouldbeenabledforvirtualmachinesmonitoringeffect,/providers/microsoft.authorization/policydefinitions/013e242c-8828-4970-87b3-ab247555486d,vmuatmcowcon01
rgrp-lta-bmms-uat-03,Microsoft.Compute/virtualMachines,gcwindowsdiskencryptionmonitoring,/providers/microsoft.authorization/policydefinitions/3dc5edcd-002d-444c-b216-e123bbfa37c0,vmuataapwdata01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,disableipforwardingmonitoring,/providers/microsoft.authorization/policydefinitions/bd352bd5-2853-4985-bf0d-73806b4a5744,vmuatmcowcon01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,restrictaccesstomanagementportsmonitoring,/providers/microsoft.authorization/policydefinitions/22730e10-96f6-4aac-ad84-9383d35b5917,vmuatmcowcon01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,serversqldbvulnerabilityassesmentmonitoring,/providers/microsoft.authorization/policydefinitions/6ba6d016-e7c3-4842-b8f2-4992ebc0d72d,vmuatmcowcon01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,nextgenerationfirewallmonitoring,/providers/microsoft.authorization/policydefinitions/9daedab3-fb2d-461e-b861-71790eead4f6,vmuatmcowcon01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,servervulnerabilityassessment,/providers/microsoft.authorization/policydefinitions/501541f7-f7e7-4cd6-868c-4190fdad3ac9,vmuatmcowcon01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,networksecuritygroupsoninternalvirtualmachinesmonitoring,/providers/microsoft.authorization/policydefinitions/bb91dfba-c30d-4263-9add-9c2384e659a6,vmuatmcowcon01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,networksecuritygroupsonvirtualmachinesmonitoring,/providers/microsoft.authorization/policydefinitions/f6de0be7-9a8a-4b8a-b349-43cf02d22f7c,vmuatmcowcon01
rgrp-lta-bmms-uat-01,Microsoft.Compute/virtualMachines,linuxguestconfigbaselinesmonitoring,/providers/microsoft.authorization/policydefinitions/fc9b3da7-8347-4380-8e70-0a0361d8dedd,paloalto-firewall
rgrp-lta-bmms-uat-03,Microsoft.Compute/virtualMachines,windowsdefenderexploitguardmonitoring,/providers/microsoft.authorization/policydefinitions/bed48b13-6647-468e-aa2f-1af1d3f4dd40,vmuataapwdata01
rgrp-lta-bmms-uat-03,Microsoft.Compute/virtualMachines,windowsguestconfigbaselinesmonitoring,/providers/microsoft.authorization/policydefinitions/72650e9f-97bc-4b2a-ab5f-9781a9fcecbc,vmuataapwdata01
rgrp-lta-bmms-uat-03,Microsoft.Compute/virtualMachines,azurebackupshouldbeenabledforvirtualmachinesmonitoringeffect,/providers/microsoft.authorization/policydefinitions/013e242c-8828-4970-87b3-ab247555486d,vmuataapwdata01
rgrp-lta-bmms-uat-01,Microsoft.Compute/virtualMachines,gcextonvmmonitoring,/providers/microsoft.authorization/policydefinitions/ae89ebca-1c92-4898-ac2c-9f63decb045c,paloalto-firewall
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,virtualmachinesandvirtualmachinescalesetsshouldhaveencryptionathostenabled,/providers/microsoft.authorization/policydefinitions/fc4d8e41-e223-45ea-9bf5-eada37891d87,vmuatmcowcon01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,systemupdatesautoassessmentmode,/providers/microsoft.authorization/policydefinitions/bd876905-5b84-4f73-ab2d-2e7a7c4568d9,vmuatmcowcon01
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,authenticationtolinuxmachinesshouldrequiresshkeysmonitoringeffect,/providers/microsoft.authorization/policydefinitions/630c64f9-8b6b-4c64-b511-6544ceff6fd6,bmmssls-kg9p7-worker-southeastasia-3
rgrp-lta-bmms-uat-03,Microsoft.Compute/virtualMachines,gcextonvmmonitoring,/providers/microsoft.authorization/policydefinitions/ae89ebca-1c92-4898-ac2c-9f63decb045c,vmuataapwdata01
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,gclinuxdiskencryptionmonitoring,/providers/microsoft.authorization/policydefinitions/ca88aadc-6e2b-416c-9de2-5a0f01d1693f,bmmssls-kg9p7-worker-southeastasia-2
rgrp-lta-bmms-uat-03,Microsoft.Compute/virtualMachines,disableipforwardingmonitoring,/providers/microsoft.authorization/policydefinitions/bd352bd5-2853-4985-bf0d-73806b4a5744,vmuataapwdata01
rgrp-lta-bmms-uat-03,Microsoft.Compute/virtualMachines,restrictaccesstomanagementportsmonitoring,/providers/microsoft.authorization/policydefinitions/22730e10-96f6-4aac-ad84-9383d35b5917,vmuataapwdata01
rgrp-lta-bmms-uat-03,Microsoft.Compute/virtualMachines,serversqldbvulnerabilityassesmentmonitoring,/providers/microsoft.authorization/policydefinitions/6ba6d016-e7c3-4842-b8f2-4992ebc0d72d,vmuataapwdata01
rgrp-lta-bmms-uat-03,Microsoft.Compute/virtualMachines,nextgenerationfirewallmonitoring,/providers/microsoft.authorization/policydefinitions/9daedab3-fb2d-461e-b861-71790eead4f6,vmuataapwdata01
rgrp-lta-bmms-uat-03,Microsoft.Compute/virtualMachines,servervulnerabilityassessment,/providers/microsoft.authorization/policydefinitions/501541f7-f7e7-4cd6-868c-4190fdad3ac9,vmuataapwdata01
rgrp-lta-bmms-uat-03,Microsoft.Compute/virtualMachines,networksecuritygroupsoninternalvirtualmachinesmonitoring,/providers/microsoft.authorization/policydefinitions/bb91dfba-c30d-4263-9add-9c2384e659a6,vmuataapwdata01
rgrp-lta-bmms-uat-03,Microsoft.Compute/virtualMachines,networksecuritygroupsonvirtualmachinesmonitoring,/providers/microsoft.authorization/policydefinitions/f6de0be7-9a8a-4b8a-b349-43cf02d22f7c,vmuataapwdata01
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,gclinuxdiskencryptionmonitoring,/providers/microsoft.authorization/policydefinitions/ca88aadc-6e2b-416c-9de2-5a0f01d1693f,bmmssls-kg9p7-worker-southeastasia-3
rgrp-lta-bmms-uat-01,Microsoft.Compute/virtualMachines,azurebackupshouldbeenabledforvirtualmachinesmonitoringeffect,/providers/microsoft.authorization/policydefinitions/013e242c-8828-4970-87b3-ab247555486d,paloalto-firewall
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,linuxguestconfigbaselinesmonitoring,/providers/microsoft.authorization/policydefinitions/fc9b3da7-8347-4380-8e70-0a0361d8dedd,bmmssls-kg9p7-worker-southeastasia-1
rgrp-lta-bmms-uat-03,Microsoft.Compute/virtualMachines,virtualmachinesandvirtualmachinescalesetsshouldhaveencryptionathostenabled,/providers/microsoft.authorization/policydefinitions/fc4d8e41-e223-45ea-9bf5-eada37891d87,vmuataapwdata01
rgrp-lta-bmms-uat-03,Microsoft.Compute/virtualMachines,systemupdatesautoassessmentmode,/providers/microsoft.authorization/policydefinitions/bd876905-5b84-4f73-ab2d-2e7a7c4568d9,vmuataapwdata01
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,linuxguestconfigbaselinesmonitoring,/providers/microsoft.authorization/policydefinitions/fc9b3da7-8347-4380-8e70-0a0361d8dedd,bmmssls-kg9p7-worker-southeastasia-3
rgrp-lta-bmms-uat-01,Microsoft.Compute/virtualMachines,linuxvirtualmachineshouldusesignedandtrustedbootcomponenteffect,/providers/microsoft.authorization/policydefinitions/13a6c84f-49a5-410a-b5df-5b880c3fe009,paloalto-firewall
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,linuxguestconfigbaselinesmonitoring,/providers/microsoft.authorization/policydefinitions/fc9b3da7-8347-4380-8e70-0a0361d8dedd,bmmssls-kg9p7-worker-southeastasia-2
rgrp-lta-bmms-uat-01,Microsoft.Compute/virtualMachines,disableipforwardingmonitoring,/providers/microsoft.authorization/policydefinitions/bd352bd5-2853-4985-bf0d-73806b4a5744,paloalto-firewall
rgrp-lta-bmms-uat-01,Microsoft.Compute/virtualMachines,restrictaccesstomanagementportsmonitoring,/providers/microsoft.authorization/policydefinitions/22730e10-96f6-4aac-ad84-9383d35b5917,paloalto-firewall
rgrp-lta-bmms-uat-01,Microsoft.Compute/virtualMachines,serversqldbvulnerabilityassesmentmonitoring,/providers/microsoft.authorization/policydefinitions/6ba6d016-e7c3-4842-b8f2-4992ebc0d72d,paloalto-firewall
rgrp-lta-bmms-uat-01,Microsoft.Compute/virtualMachines,nextgenerationfirewallmonitoring,/providers/microsoft.authorization/policydefinitions/9daedab3-fb2d-461e-b861-71790eead4f6,paloalto-firewall
rgrp-lta-bmms-uat-01,Microsoft.Compute/virtualMachines,servervulnerabilityassessment,/providers/microsoft.authorization/policydefinitions/501541f7-f7e7-4cd6-868c-4190fdad3ac9,paloalto-firewall
rgrp-lta-bmms-uat-01,Microsoft.Compute/virtualMachines,networksecuritygroupsoninternalvirtualmachinesmonitoring,/providers/microsoft.authorization/policydefinitions/bb91dfba-c30d-4263-9add-9c2384e659a6,paloalto-firewall
rgrp-lta-bmms-uat-01,Microsoft.Compute/virtualMachines,networksecuritygroupsonvirtualmachinesmonitoring,/providers/microsoft.authorization/policydefinitions/f6de0be7-9a8a-4b8a-b349-43cf02d22f7c,paloalto-firewall
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,authenticationtolinuxmachinesshouldrequiresshkeysmonitoringeffect,/providers/microsoft.authorization/policydefinitions/630c64f9-8b6b-4c64-b511-6544ceff6fd6,bmmssls-kg9p7-worker-southeastasia-2
rgrp-lta-bmms-uat-01,Microsoft.Compute/virtualMachines,virtualmachinesandvirtualmachinescalesetsshouldhaveencryptionathostenabled,/providers/microsoft.authorization/policydefinitions/fc4d8e41-e223-45ea-9bf5-eada37891d87,paloalto-firewall
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,linuxguestconfigbaselinesmonitoring,/providers/microsoft.authorization/policydefinitions/fc9b3da7-8347-4380-8e70-0a0361d8dedd,bmmssls-kg9p7-master-2
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,azurebackupshouldbeenabledforvirtualmachinesmonitoringeffect,/providers/microsoft.authorization/policydefinitions/013e242c-8828-4970-87b3-ab247555486d,bmmssls-kg9p7-worker-southeastasia-3
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,linuxvirtualmachineshouldusesignedandtrustedbootcomponenteffect,/providers/microsoft.authorization/policydefinitions/13a6c84f-49a5-410a-b5df-5b880c3fe009,bmmssls-kg9p7-worker-southeastasia-3
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,gcextonvmmonitoring,/providers/microsoft.authorization/policydefinitions/ae89ebca-1c92-4898-ac2c-9f63decb045c,bmmssls-kg9p7-worker-southeastasia-3
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,gclinuxdiskencryptionmonitoring,/providers/microsoft.authorization/policydefinitions/ca88aadc-6e2b-416c-9de2-5a0f01d1693f,bmmssls-kg9p7-worker-southeastasia-1
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,serversqldbvulnerabilityassesmentmonitoring,/providers/microsoft.authorization/policydefinitions/6ba6d016-e7c3-4842-b8f2-4992ebc0d72d,bmmssls-kg9p7-worker-southeastasia-3
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,servervulnerabilityassessment,/providers/microsoft.authorization/policydefinitions/501541f7-f7e7-4cd6-868c-4190fdad3ac9,bmmssls-kg9p7-worker-southeastasia-3
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,authenticationtolinuxmachinesshouldrequiresshkeysmonitoringeffect,/providers/microsoft.authorization/policydefinitions/630c64f9-8b6b-4c64-b511-6544ceff6fd6,bmmssls-kg9p7-worker-southeastasia-1
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,azurebackupshouldbeenabledforvirtualmachinesmonitoringeffect,/providers/microsoft.authorization/policydefinitions/013e242c-8828-4970-87b3-ab247555486d,bmmssls-kg9p7-worker-southeastasia-2
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,virtualmachinesandvirtualmachinescalesetsshouldhaveencryptionathostenabled,/providers/microsoft.authorization/policydefinitions/fc4d8e41-e223-45ea-9bf5-eada37891d87,bmmssls-kg9p7-worker-southeastasia-3
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,systemupdatesautoassessmentmode,/providers/microsoft.authorization/policydefinitions/bd876905-5b84-4f73-ab2d-2e7a7c4568d9,bmmssls-kg9p7-worker-southeastasia-3
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,gcextonvmmonitoring,/providers/microsoft.authorization/policydefinitions/ae89ebca-1c92-4898-ac2c-9f63decb045c,bmmssls-kg9p7-worker-southeastasia-2
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,linuxvirtualmachineshouldusesignedandtrustedbootcomponenteffect,/providers/microsoft.authorization/policydefinitions/13a6c84f-49a5-410a-b5df-5b880c3fe009,bmmssls-kg9p7-worker-southeastasia-2
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,azurebackupshouldbeenabledforvirtualmachinesmonitoringeffect,/providers/microsoft.authorization/policydefinitions/013e242c-8828-4970-87b3-ab247555486d,bmmssls-kg9p7-worker-southeastasia-1
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,gclinuxdiskencryptionmonitoring,/providers/microsoft.authorization/policydefinitions/ca88aadc-6e2b-416c-9de2-5a0f01d1693f,bmmssls-kg9p7-master-2
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,serversqldbvulnerabilityassesmentmonitoring,/providers/microsoft.authorization/policydefinitions/6ba6d016-e7c3-4842-b8f2-4992ebc0d72d,bmmssls-kg9p7-worker-southeastasia-2
