resourceGroup,resourceType,policyDefinitionReferenceId,policyDefinitionId,ResourceName
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,gclinuxdiskencryptionmonitoring,/providers/microsoft.authorization/policydefinitions/ca88aadc-6e2b-416c-9de2-5a0f01d1693f,vmuataaccocpw01-lmhtz
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,authenticationtolinuxmachinesshouldrequiresshkeysmonitoringeffect,/providers/microsoft.authorization/policydefinitions/630c64f9-8b6b-4c64-b511-6544ceff6fd6,vmuataaccocpw02-w7kdb
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,authenticationtolinuxmachinesshouldrequiresshkeysmonitoringeffect,/providers/microsoft.authorization/policydefinitions/630c64f9-8b6b-4c64-b511-6544ceff6fd6,vmuataaccocpw01-lmhtz
rgrp-lta-bmms-uat-deployment,Microsoft.Compute/virtualMachines,virtualmachinesandvirtualmachinescalesetsshouldhaveencryptionathostenabled,/providers/microsoft.authorization/policydefinitions/fc4d8e41-e223-45ea-9bf5-eada37891d87,vm-linux-deployment
rgrp-lta-bmms-uat-deployment,Microsoft.Compute/virtualMachines,systemupdatesautoassessmentmode,/providers/microsoft.authorization/policydefinitions/bd876905-5b84-4f73-ab2d-2e7a7c4568d9,vm-linux-deployment
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,serversecretfindingsmonitoring,/providers/microsoft.authorization/policydefinitions/3ac7c827-eea2-4bde-acc7-9568cd320efa,vmuataaccocpw03-dqrb2
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,gclinuxdiskencryptionmonitoring,/providers/microsoft.authorization/policydefinitions/ca88aadc-6e2b-416c-9de2-5a0f01d1693f,vmuataaccocpm01
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,linuxvirtualmachineshouldusesignedandtrustedbootcomponenteffect,/providers/microsoft.authorization/policydefinitions/13a6c84f-49a5-410a-b5df-5b880c3fe009,vmuataaccocpw03-dqrb2
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,gclinuxdiskencryptionmonitoring,/providers/microsoft.authorization/policydefinitions/ca88aadc-6e2b-416c-9de2-5a0f01d1693f,vmuataaccocpm03
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,disableipforwardingmonitoring,/providers/microsoft.authorization/policydefinitions/bd352bd5-2853-4985-bf0d-73806b4a5744,vmuataaccocpw03-dqrb2
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,restrictaccesstomanagementportsmonitoring,/providers/microsoft.authorization/policydefinitions/22730e10-96f6-4aac-ad84-9383d35b5917,vmuataaccocpw03-dqrb2
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,serversqldbvulnerabilityassesmentmonitoring,/providers/microsoft.authorization/policydefinitions/6ba6d016-e7c3-4842-b8f2-4992ebc0d72d,vmuataaccocpw03-dqrb2
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,nextgenerationfirewallmonitoring,/providers/microsoft.authorization/policydefinitions/9daedab3-fb2d-461e-b861-71790eead4f6,vmuataaccocpw03-dqrb2
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,servervulnerabilityassessment,/providers/microsoft.authorization/policydefinitions/501541f7-f7e7-4cd6-868c-4190fdad3ac9,vmuataaccocpw03-dqrb2
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,systemconfigurationsmonitoring,/providers/microsoft.authorization/policydefinitions/e1e5fd5d-3e4c-4ce1-8661-7d1873ae6b15,vmuataaccocpw03-dqrb2
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,networksecuritygroupsoninternalvirtualmachinesmonitoring,/providers/microsoft.authorization/policydefinitions/bb91dfba-c30d-4263-9add-9c2384e659a6,vmuataaccocpw03-dqrb2
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,networksecuritygroupsonvirtualmachinesmonitoring,/providers/microsoft.authorization/policydefinitions/f6de0be7-9a8a-4b8a-b349-43cf02d22f7c,vmuataaccocpw03-dqrb2
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,jitnetworkaccessmonitoring,/providers/microsoft.authorization/policydefinitions/b0f33259-77d7-4c9e-aac6-3aabcfae693c,vmuataaccocpw03-dqrb2
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,gcextonvmmonitoring,/providers/microsoft.authorization/policydefinitions/ae89ebca-1c92-4898-ac2c-9f63decb045c,vmuataaccocpw03-dqrb2
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,linuxguestconfigbaselinesmonitoring,/providers/microsoft.authorization/policydefinitions/fc9b3da7-8347-4380-8e70-0a0361d8dedd,vmuataaccocpw01-lmhtz
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,virtualmachinesandvirtualmachinescalesetsshouldhaveencryptionathostenabled,/providers/microsoft.authorization/policydefinitions/fc4d8e41-e223-45ea-9bf5-eada37891d87,vmuataaccocpw03-dqrb2
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,systemupdatesautoassessmentmode,/providers/microsoft.authorization/policydefinitions/bd876905-5b84-4f73-ab2d-2e7a7c4568d9,vmuataaccocpw03-dqrb2
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,serversecretfindingsmonitoring,/providers/microsoft.authorization/policydefinitions/3ac7c827-eea2-4bde-acc7-9568cd320efa,vmuataaccocpw02-w7kdb
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,azurebackupshouldbeenabledforvirtualmachinesmonitoringeffect,/providers/microsoft.authorization/policydefinitions/013e242c-8828-4970-87b3-ab247555486d,vmuataaccocpw02-w7kdb
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,linuxvirtualmachineshouldusesignedandtrustedbootcomponenteffect,/providers/microsoft.authorization/policydefinitions/13a6c84f-49a5-410a-b5df-5b880c3fe009,vmuataaccocpw02-w7kdb
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,gcextonvmmonitoring,/providers/microsoft.authorization/policydefinitions/ae89ebca-1c92-4898-ac2c-9f63decb045c,vmuataaccocpm03
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,gcextonvmmonitoring,/providers/microsoft.authorization/policydefinitions/ae89ebca-1c92-4898-ac2c-9f63decb045c,vmuataaccocpw02-w7kdb
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,disableipforwardingmonitoring,/providers/microsoft.authorization/policydefinitions/bd352bd5-2853-4985-bf0d-73806b4a5744,vmuataaccocpw02-w7kdb
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,restrictaccesstomanagementportsmonitoring,/providers/microsoft.authorization/policydefinitions/22730e10-96f6-4aac-ad84-9383d35b5917,vmuataaccocpw02-w7kdb
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,serversqldbvulnerabilityassesmentmonitoring,/providers/microsoft.authorization/policydefinitions/6ba6d016-e7c3-4842-b8f2-4992ebc0d72d,vmuataaccocpw02-w7kdb
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,nextgenerationfirewallmonitoring,/providers/microsoft.authorization/policydefinitions/9daedab3-fb2d-461e-b861-71790eead4f6,vmuataaccocpw02-w7kdb
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,servervulnerabilityassessment,/providers/microsoft.authorization/policydefinitions/501541f7-f7e7-4cd6-868c-4190fdad3ac9,vmuataaccocpw02-w7kdb
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,systemconfigurationsmonitoring,/providers/microsoft.authorization/policydefinitions/e1e5fd5d-3e4c-4ce1-8661-7d1873ae6b15,vmuataaccocpw02-w7kdb
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,networksecuritygroupsoninternalvirtualmachinesmonitoring,/providers/microsoft.authorization/policydefinitions/bb91dfba-c30d-4263-9add-9c2384e659a6,vmuataaccocpw02-w7kdb
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,networksecuritygroupsonvirtualmachinesmonitoring,/providers/microsoft.authorization/policydefinitions/f6de0be7-9a8a-4b8a-b349-43cf02d22f7c,vmuataaccocpw02-w7kdb
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,jitnetworkaccessmonitoring,/providers/microsoft.authorization/policydefinitions/b0f33259-77d7-4c9e-aac6-3aabcfae693c,vmuataaccocpw02-w7kdb
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,azurebackupshouldbeenabledforvirtualmachinesmonitoringeffect,/providers/microsoft.authorization/policydefinitions/013e242c-8828-4970-87b3-ab247555486d,vmuataaccocpw01-lmhtz
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,authenticationtolinuxmachinesshouldrequiresshkeysmonitoringeffect,/providers/microsoft.authorization/policydefinitions/630c64f9-8b6b-4c64-b511-6544ceff6fd6,vmuataaccocpm03
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,virtualmachinesandvirtualmachinescalesetsshouldhaveencryptionathostenabled,/providers/microsoft.authorization/policydefinitions/fc4d8e41-e223-45ea-9bf5-eada37891d87,vmuataaccocpw02-w7kdb
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,systemupdatesautoassessmentmode,/providers/microsoft.authorization/policydefinitions/bd876905-5b84-4f73-ab2d-2e7a7c4568d9,vmuataaccocpw02-w7kdb
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,linuxguestconfigbaselinesmonitoring,/providers/microsoft.authorization/policydefinitions/fc9b3da7-8347-4380-8e70-0a0361d8dedd,vmuataaccocpm03
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,serversecretfindingsmonitoring,/providers/microsoft.authorization/policydefinitions/3ac7c827-eea2-4bde-acc7-9568cd320efa,vmuataaccocpw01-lmhtz
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,gcextonvmmonitoring,/providers/microsoft.authorization/policydefinitions/ae89ebca-1c92-4898-ac2c-9f63decb045c,vmuataaccocpw01-lmhtz
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,linuxvirtualmachineshouldusesignedandtrustedbootcomponenteffect,/providers/microsoft.authorization/policydefinitions/13a6c84f-49a5-410a-b5df-5b880c3fe009,vmuataaccocpw01-lmhtz
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,authenticationtolinuxmachinesshouldrequiresshkeysmonitoringeffect,/providers/microsoft.authorization/policydefinitions/630c64f9-8b6b-4c64-b511-6544ceff6fd6,vmuataaccocpm02
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,azurebackupshouldbeenabledforvirtualmachinesmonitoringeffect,/providers/microsoft.authorization/policydefinitions/013e242c-8828-4970-87b3-ab247555486d,vmuataaccocpm03
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,disableipforwardingmonitoring,/providers/microsoft.authorization/policydefinitions/bd352bd5-2853-4985-bf0d-73806b4a5744,vmuataaccocpw01-lmhtz
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,restrictaccesstomanagementportsmonitoring,/providers/microsoft.authorization/policydefinitions/22730e10-96f6-4aac-ad84-9383d35b5917,vmuataaccocpw01-lmhtz
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,serversqldbvulnerabilityassesmentmonitoring,/providers/microsoft.authorization/policydefinitions/6ba6d016-e7c3-4842-b8f2-4992ebc0d72d,vmuataaccocpw01-lmhtz
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,nextgenerationfirewallmonitoring,/providers/microsoft.authorization/policydefinitions/9daedab3-fb2d-461e-b861-71790eead4f6,vmuataaccocpw01-lmhtz
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,servervulnerabilityassessment,/providers/microsoft.authorization/policydefinitions/501541f7-f7e7-4cd6-868c-4190fdad3ac9,vmuataaccocpw01-lmhtz
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,systemconfigurationsmonitoring,/providers/microsoft.authorization/policydefinitions/e1e5fd5d-3e4c-4ce1-8661-7d1873ae6b15,vmuataaccocpw01-lmhtz
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,networksecuritygroupsoninternalvirtualmachinesmonitoring,/providers/microsoft.authorization/policydefinitions/bb91dfba-c30d-4263-9add-9c2384e659a6,vmuataaccocpw01-lmhtz
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,networksecuritygroupsonvirtualmachinesmonitoring,/providers/microsoft.authorization/policydefinitions/f6de0be7-9a8a-4b8a-b349-43cf02d22f7c,vmuataaccocpw01-lmhtz
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,jitnetworkaccessmonitoring,/providers/microsoft.authorization/policydefinitions/b0f33259-77d7-4c9e-aac6-3aabcfae693c,vmuataaccocpw01-lmhtz
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,authenticationtolinuxmachinesshouldrequiresshkeysmonitoringeffect,/providers/microsoft.authorization/policydefinitions/630c64f9-8b6b-4c64-b511-6544ceff6fd6,ocp4-x0f48-bootstrap
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,linuxguestconfigbaselinesmonitoring,/providers/microsoft.authorization/policydefinitions/fc9b3da7-8347-4380-8e70-0a0361d8dedd,vmuataaccocpm02
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,virtualmachinesandvirtualmachinescalesetsshouldhaveencryptionathostenabled,/providers/microsoft.authorization/policydefinitions/fc4d8e41-e223-45ea-9bf5-eada37891d87,vmuataaccocpw01-lmhtz
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,systemupdatesautoassessmentmode,/providers/microsoft.authorization/policydefinitions/bd876905-5b84-4f73-ab2d-2e7a7c4568d9,vmuataaccocpw01-lmhtz
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,linuxvirtualmachineshouldusesignedandtrustedbootcomponenteffect,/providers/microsoft.authorization/policydefinitions/13a6c84f-49a5-410a-b5df-5b880c3fe009,vmuataaccocpm03
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,azurebackupshouldbeenabledforvirtualmachinesmonitoringeffect,/providers/microsoft.authorization/policydefinitions/013e242c-8828-4970-87b3-ab247555486d,vmuataaccocpm02
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,gclinuxdiskencryptionmonitoring,/providers/microsoft.authorization/policydefinitions/ca88aadc-6e2b-416c-9de2-5a0f01d1693f,vmuataaccocpm02
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,disableipforwardingmonitoring,/providers/microsoft.authorization/policydefinitions/bd352bd5-2853-4985-bf0d-73806b4a5744,vmuataaccocpm03
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,restrictaccesstomanagementportsmonitoring,/providers/microsoft.authorization/policydefinitions/22730e10-96f6-4aac-ad84-9383d35b5917,vmuataaccocpm03
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,serversqldbvulnerabilityassesmentmonitoring,/providers/microsoft.authorization/policydefinitions/6ba6d016-e7c3-4842-b8f2-4992ebc0d72d,vmuataaccocpm03
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,nextgenerationfirewallmonitoring,/providers/microsoft.authorization/policydefinitions/9daedab3-fb2d-461e-b861-71790eead4f6,vmuataaccocpm03
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,servervulnerabilityassessment,/providers/microsoft.authorization/policydefinitions/501541f7-f7e7-4cd6-868c-4190fdad3ac9,vmuataaccocpm03
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,networksecuritygroupsoninternalvirtualmachinesmonitoring,/providers/microsoft.authorization/policydefinitions/bb91dfba-c30d-4263-9add-9c2384e659a6,vmuataaccocpm03
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,networksecuritygroupsonvirtualmachinesmonitoring,/providers/microsoft.authorization/policydefinitions/f6de0be7-9a8a-4b8a-b349-43cf02d22f7c,vmuataaccocpm03
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,linuxguestconfigbaselinesmonitoring,/providers/microsoft.authorization/policydefinitions/fc9b3da7-8347-4380-8e70-0a0361d8dedd,vmuataaccocpm01
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,gcextonvmmonitoring,/providers/microsoft.authorization/policydefinitions/ae89ebca-1c92-4898-ac2c-9f63decb045c,vmuataaccocpm02
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,gcextonvmmonitoring,/providers/microsoft.authorization/policydefinitions/ae89ebca-1c92-4898-ac2c-9f63decb045c,vmuataaccocpm01
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,virtualmachinesandvirtualmachinescalesetsshouldhaveencryptionathostenabled,/providers/microsoft.authorization/policydefinitions/fc4d8e41-e223-45ea-9bf5-eada37891d87,vmuataaccocpm03
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,systemupdatesautoassessmentmode,/providers/microsoft.authorization/policydefinitions/bd876905-5b84-4f73-ab2d-2e7a7c4568d9,vmuataaccocpm03
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,linuxvirtualmachineshouldusesignedandtrustedbootcomponenteffect,/providers/microsoft.authorization/policydefinitions/13a6c84f-49a5-410a-b5df-5b880c3fe009,vmuataaccocpm02
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,windowsguestconfigbaselinesmonitoring,/providers/microsoft.authorization/policydefinitions/72650e9f-97bc-4b2a-ab5f-9781a9fcecbc,vmuatmscwablr01
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,disableipforwardingmonitoring,/providers/microsoft.authorization/policydefinitions/bd352bd5-2853-4985-bf0d-73806b4a5744,vmuataaccocpm02
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,restrictaccesstomanagementportsmonitoring,/providers/microsoft.authorization/policydefinitions/22730e10-96f6-4aac-ad84-9383d35b5917,vmuataaccocpm02
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,serversqldbvulnerabilityassesmentmonitoring,/providers/microsoft.authorization/policydefinitions/6ba6d016-e7c3-4842-b8f2-4992ebc0d72d,vmuataaccocpm02
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,nextgenerationfirewallmonitoring,/providers/microsoft.authorization/policydefinitions/9daedab3-fb2d-461e-b861-71790eead4f6,vmuataaccocpm02
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,servervulnerabilityassessment,/providers/microsoft.authorization/policydefinitions/501541f7-f7e7-4cd6-868c-4190fdad3ac9,vmuataaccocpm02
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,networksecuritygroupsoninternalvirtualmachinesmonitoring,/providers/microsoft.authorization/policydefinitions/bb91dfba-c30d-4263-9add-9c2384e659a6,vmuataaccocpm02
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,networksecuritygroupsonvirtualmachinesmonitoring,/providers/microsoft.authorization/policydefinitions/f6de0be7-9a8a-4b8a-b349-43cf02d22f7c,vmuataaccocpm02
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,azurebackupshouldbeenabledforvirtualmachinesmonitoringeffect,/providers/microsoft.authorization/policydefinitions/013e242c-8828-4970-87b3-ab247555486d,vmuataaccocpm01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,gcwindowsdiskencryptionmonitoring,/providers/microsoft.authorization/policydefinitions/3dc5edcd-002d-444c-b216-e123bbfa37c0,vmuatmscwablr01
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,authenticationtolinuxmachinesshouldrequiresshkeysmonitoringeffect,/providers/microsoft.authorization/policydefinitions/630c64f9-8b6b-4c64-b511-6544ceff6fd6,vmuataaccocpm01
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,virtualmachinesandvirtualmachinescalesetsshouldhaveencryptionathostenabled,/providers/microsoft.authorization/policydefinitions/fc4d8e41-e223-45ea-9bf5-eada37891d87,vmuataaccocpm02
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,systemupdatesautoassessmentmode,/providers/microsoft.authorization/policydefinitions/bd876905-5b84-4f73-ab2d-2e7a7c4568d9,vmuataaccocpm02
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,gclinuxdiskencryptionmonitoring,/providers/microsoft.authorization/policydefinitions/ca88aadc-6e2b-416c-9de2-5a0f01d1693f,ocp4-x0f48-bootstrap
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,linuxvirtualmachineshouldusesignedandtrustedbootcomponenteffect,/providers/microsoft.authorization/policydefinitions/13a6c84f-49a5-410a-b5df-5b880c3fe009,vmuataaccocpm01
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,gcextonvmmonitoring,/providers/microsoft.authorization/policydefinitions/ae89ebca-1c92-4898-ac2c-9f63decb045c,ocp4-x0f48-bootstrap
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,disableipforwardingmonitoring,/providers/microsoft.authorization/policydefinitions/bd352bd5-2853-4985-bf0d-73806b4a5744,vmuataaccocpm01
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,restrictaccesstomanagementportsmonitoring,/providers/microsoft.authorization/policydefinitions/22730e10-96f6-4aac-ad84-9383d35b5917,vmuataaccocpm01
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,azurebackupshouldbeenabledforvirtualmachinesmonitoringeffect,/providers/microsoft.authorization/policydefinitions/013e242c-8828-4970-87b3-ab247555486d,ocp4-x0f48-bootstrap
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,serversqldbvulnerabilityassesmentmonitoring,/providers/microsoft.authorization/policydefinitions/6ba6d016-e7c3-4842-b8f2-4992ebc0d72d,vmuataaccocpm01
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,nextgenerationfirewallmonitoring,/providers/microsoft.authorization/policydefinitions/9daedab3-fb2d-461e-b861-71790eead4f6,vmuataaccocpm01
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,servervulnerabilityassessment,/providers/microsoft.authorization/policydefinitions/501541f7-f7e7-4cd6-868c-4190fdad3ac9,vmuataaccocpm01
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,networksecuritygroupsoninternalvirtualmachinesmonitoring,/providers/microsoft.authorization/policydefinitions/bb91dfba-c30d-4263-9add-9c2384e659a6,vmuataaccocpm01
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,networksecuritygroupsonvirtualmachinesmonitoring,/providers/microsoft.authorization/policydefinitions/f6de0be7-9a8a-4b8a-b349-43cf02d22f7c,vmuataaccocpm01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,gclinuxdiskencryptionmonitoring,/providers/microsoft.authorization/policydefinitions/ca88aadc-6e2b-416c-9de2-5a0f01d1693f,vmuatmscnness01
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,linuxguestconfigbaselinesmonitoring,/providers/microsoft.authorization/policydefinitions/fc9b3da7-8347-4380-8e70-0a0361d8dedd,ocp4-x0f48-bootstrap
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,virtualmachinesandvirtualmachinescalesetsshouldhaveencryptionathostenabled,/providers/microsoft.authorization/policydefinitions/fc4d8e41-e223-45ea-9bf5-eada37891d87,vmuataaccocpm01
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,systemupdatesautoassessmentmode,/providers/microsoft.authorization/policydefinitions/bd876905-5b84-4f73-ab2d-2e7a7c4568d9,vmuataaccocpm01
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,serversecretfindingsmonitoring,/providers/microsoft.authorization/policydefinitions/3ac7c827-eea2-4bde-acc7-9568cd320efa,ocp4-x0f48-bootstrap
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,linuxvirtualmachineshouldusesignedandtrustedbootcomponenteffect,/providers/microsoft.authorization/policydefinitions/13a6c84f-49a5-410a-b5df-5b880c3fe009,ocp4-x0f48-bootstrap
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,windowswebserversshouldbeconfiguredtousesecurecommunicationprotocolsmonitoringeffect,/providers/microsoft.authorization/policydefinitions/5752e6d6-1206-46d8-8ab1-ecc2f71a8112,vmuatmscwablr01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,windowsdefenderexploitguardmonitoring,/providers/microsoft.authorization/policydefinitions/bed48b13-6647-468e-aa2f-1af1d3f4dd40,vmuatmscwablr01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,gcextonvmmonitoring,/providers/microsoft.authorization/policydefinitions/ae89ebca-1c92-4898-ac2c-9f63decb045c,vmuatmscwablr01
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,disableipforwardingmonitoring,/providers/microsoft.authorization/policydefinitions/bd352bd5-2853-4985-bf0d-73806b4a5744,ocp4-x0f48-bootstrap
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,restrictaccesstomanagementportsmonitoring,/providers/microsoft.authorization/policydefinitions/22730e10-96f6-4aac-ad84-9383d35b5917,ocp4-x0f48-bootstrap
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,serversqldbvulnerabilityassesmentmonitoring,/providers/microsoft.authorization/policydefinitions/6ba6d016-e7c3-4842-b8f2-4992ebc0d72d,ocp4-x0f48-bootstrap
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,nextgenerationfirewallmonitoring,/providers/microsoft.authorization/policydefinitions/9daedab3-fb2d-461e-b861-71790eead4f6,ocp4-x0f48-bootstrap
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,servervulnerabilityassessment,/providers/microsoft.authorization/policydefinitions/501541f7-f7e7-4cd6-868c-4190fdad3ac9,ocp4-x0f48-bootstrap
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,systemconfigurationsmonitoring,/providers/microsoft.authorization/policydefinitions/e1e5fd5d-3e4c-4ce1-8661-7d1873ae6b15,ocp4-x0f48-bootstrap
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,networksecuritygroupsoninternalvirtualmachinesmonitoring,/providers/microsoft.authorization/policydefinitions/bb91dfba-c30d-4263-9add-9c2384e659a6,ocp4-x0f48-bootstrap
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,networksecuritygroupsonvirtualmachinesmonitoring,/providers/microsoft.authorization/policydefinitions/f6de0be7-9a8a-4b8a-b349-43cf02d22f7c,ocp4-x0f48-bootstrap
rgrp-lta-bmms-uat-05,Microsoft.Compute/virtualMachines,jitnetworkaccessmonitoring,/providers/microsoft.authorization/policydefinitions/b0f33259-77d7-4c9e-aac6-3aabcfae693c,ocp4-x0f48-bootstrap
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,linuxguestconfigbaselinesmonitoring,/providers/microsoft.authorization/policydefinitions/fc9b3da7-8347-4380-8e70-0a0361d8dedd,vmuatmscnness01
rgrp-lta-bmms-uat-04,Microsoft.Compute/virtualMachines,windowsdefenderexploitguardmonitoring,/providers/microsoft.authorization/policydefinitions/bed48b13-6647-468e-aa2f-1af1d3f4dd40,vmuatmpmwwsus01
